"","MAX.Temperature","MIN.Temperature","Avg.Temperature","Total.Rainfall..mm.","Relative.Air.Humidity....","Average.Solar.Radiation..W.m2.","fAPAR....","Latitude","Elevation","Soil.Moisture","CO2","es","ea","vpd","ppfd","alpha"
"155",11.36,4.65,8.005,37.4,94.2284615,35.94945815,0.274648286,51.414,112,1,366.88,1.07295850546786,1.01103229223576,61.9262132321023,184.386553944474,0.413670311333148
"156",8.68,1.49,5.08387,103.2,91.69712641,19.71899196,0.222144795,51.414,112,1,368.26,0.877287454080863,0.8044473857476,72.8400683332634,101.139687824841,0.379780231546586
"157",8.23,0.88,4.55484,19.1,88.2657968,28.36419386,0.219861226,51.414,112,1,369.45,0.845434654344968,0.746229634080912,99.2050202640561,145.481357171955,0.392887210101069
"158",10.32,2.52,6.42069,65.1,84.82660033,56.1738332,0.235380994,51.414,112,1,369.71,0.962539078748075,0.816489177349694,146.049901398381,288.118376704927,0.419833903198361
"159",11.9,3.42,7.65806,21.8,87.89938042,93.26034638,0.333955438,51.414,112,1,370.75,1.04786846877534,0.921069891670063,126.798577105275,478.3369422962,0.435498079606746
"160",12.59,3.61,8.1,139.5,87.23916745,134.6511198,0.313430878,51.414,112,1,371.98,1.07992029346306,0.942113473140766,137.806820322289,690.632272149742,0.484377804450922
"161",18.23,7.87,13.04677,90.4,95.1772411,186.9369949,0.548022917,51.414,112,1,371.74,1.50211336974023,1.42967006351299,72.4433062272369,958.809118917047,0.546898121052908
"162",20.63,10.7,15.66667,18.1,96.31553984,180.0783733,0.563246492,51.414,112,1,371.87,1.7796415751093,1.7140713902836,65.5701848256986,923.630908543016,0.570242974133484
"163",20.73,10.81,15.76774,36.9,94.81976446,169.5849155,0.540032834,51.414,112,0.994399424,370.02,1.79119339794988,1.69840536095915,92.7880369907332,869.809443011309,0.58246246270912
"164",23.08,11.65,17.3629,36,96.24299227,161.7348096,0.462364698,51.414,112,0.888287367,368.27,1.98241944528347,1.90793979348315,74.479651800323,829.545860484956,0.578019950822117
"165",19.53,10.55,15.04,91.1,93.86619971,94.35022059,0.393608764,51.414,112,0.984836532,367.15,1.70946292933367,1.60460788721676,104.855042116911,483.926961177051,0.525093194796299
"166",14.41,7.06,10.73387,181.7,95.70172857,56.8393957,0.370641131,51.414,112,1,367.18,1.28946065555078,1.23403613659215,55.42451895863,291.532079779327,0.455837635340175
"167",10.72,3.3,7.01333,114.3,93.50910817,31.39375303,0.243144433,51.414,112,1,368.53,1.0026116433123,0.937533206069911,65.0784372423866,161.02011642102,0.411200566063189
"168",8.74,3.45,6.09194,99.6,93.23507742,18.27185004,0.218502483,51.414,112,1,369.83,0.940924186158102,0.877271393428011,63.6527927300906,93.717225138922,0.379236716521887
"169",7.07,-0.09,3.49032,96.3,90.67705676,26.70508382,0.207137783,51.414,112,1,370.76,0.784415694803445,0.711285064811268,73.1306299921768,136.971699484937,0.37300884525949
"170",9.12,1.17,5.14643,75.9,88.46049051,52.8567852,0.174434077,51.414,112,1,371.69,0.881123262821054,0.779445960289221,101.677302531833,271.105072987346,0.391926051130168
"171",9.01,2.41,5.71129,129.5,86.74372625,74.37860893,0.24488623,51.414,112,1,372.63,0.916432237006865,0.794947470935987,121.484766070879,381.491574380973,0.422591793413024
"172",12.66,4.05,8.35167,83.9,92.39687366,136.1430514,0.334696419,51.414,112,1,373.55,1.0985557243724,1.01503114473307,83.5245796393358,698.284463325949,0.486646554340778
"173",18.96,7.16,13.0629,40.5,94.5096566,194.0090125,0.482530721,51.414,112,1,374.03,1.5036984243355,1.4211402171391,82.5582071964084,995.08184795952,0.539101837694455
"174",20.53,8.74,14.635,27.6,83.51209746,207.322195,0.561277589,51.414,112,0.997674065,373.4,1.66541015379154,1.39081895074313,274.591203048413,1063.36582133587,0.578026394867101
"175",23.72,12.28,17.99677,61.4,90.64357513,181.0829393,0.569429244,51.414,112,0.933515168,371.68,2.06323221491345,1.87018744283144,193.044772082014,928.783377383489,0.602416621387623
"176",23.34,12,17.66935,62.1,95.18196429,151.2679167,0.526452323,51.414,112,0.95233828,369.78,2.02113614884467,1.92375708744562,97.3790613990551,775.860647642968,0.569576381448862
"177",17.84,9.17,13.50667,70,92.83076379,99.07598397,0.526850511,51.414,112,0.999009209,368.34,1.54788639456695,1.436914762678,110.971631888958,508.165635950935,0.532632317622512
"178",17.29,10.15,13.71935,117.2,92.69843988,64.22449665,0.421589661,51.414,112,1,368.61,1.56946479477956,1.4548693792265,114.595415553064,329.410628852884,0.484926093768923
"179",11.08,2.97,7.02667,28.5,89.74681008,34.97351385,0.255562394,51.414,112,1,369.94,1.00353031324204,0.900636444320564,102.893868921477,179.380887222937,0.393125825009782
"180",7.81,-0.45,3.67581,28.8,88.86810247,23.84626632,0.187319345,51.414,112,1,371.42,0.794759784770895,0.70628793992055,88.4718448503445,122.308682730089,0.375170734773308
"181",9.07,1.97,5.51774,66,89.85058512,20.41041899,0.046172824,51.414,112,1,372.7,0.904195629267347,0.812425063526177,91.7705657411697,104.686051356492,0.411477275863096
"182",11.4,3.73,7.5625,81.5,84.16428339,52.46196355,0.20914042,51.414,112,1,373.37,1.04104913457124,0.876191543849681,164.857590721559,269.080013161342,0.431065927533615
"183",12.32,3.47,7.89516,45.8,81.52361968,92.83109392,0.194590393,51.414,112,1,374.3,1.06495848455535,0.868192704698794,196.765779856555,476.135285137938,0.453941991628822
"184",15.69,4.13,9.91,27.9,83.63264696,166.992929,0.347575424,51.414,112,1,375.19,1.22037663623971,1.02063328376868,199.74335247103,856.515015690278,0.492549750019063
"185",16.81,7.98,12.39677,72.1,87.75936421,174.4521286,0.529111518,51.414,112,1,375.93,1.4394475601242,1.26325002690136,176.197533222845,894.773620414978,0.533031859214064
"186",19.68,9.47,14.575,54.6,96.16141613,174.6687153,0.54967634,51.414,112,1,375.69,1.6589692353676,1.59528830989052,63.6809254770829,895.884504341979,0.567474909101954
"187",21.7,11.48,16.5871,50.7,96.29387052,164.8362385,0.542901481,51.414,112,1,374.16,1.8872943968495,1.81734882283348,69.9455740160275,845.45324314393,0.590457109832768
"188",22.85,12.26,17.55806,133.4,96.56429503,149.5050995,0.479517574,51.414,112,1,372.03,2.00699996361871,1.93804536612077,68.9545974979466,766.819070788435,0.571545808580246
"189",19.87,8.18,14.025,20.9,94.89505745,116.4116472,0.456706612,51.414,112,1,370.92,1.60093805781347,1.519211089701,81.7269681124635,597.081112506501,0.517123364375355
"190",15.16,6.55,10.85645,73.4,95.78200964,60.74316821,0.390126106,51.414,112,1,370.73,1.30002772827606,1.24519268402005,54.835044256011,311.554722610233,0.46929542061285
"191",11.89,5.31,8.60167,155.2,95.7576304,26.24260953,0.201949585,51.414,112,1,372.43,1.11734712687232,1.06994513203541,47.4019948369049,134.599645912803,0.431020714339159
"192",9.05,4.24,6.64032,120.3,95.25878709,13.58078865,0.222144795,51.414,112,1,373.98,0.977222110037674,0.930889929197194,46.3321808404806,69.656538592967,0.392906867241837
"193",8.01,1.3,4.65484,76.7,88.9418048,27.97377896,0.215109678,51.414,112,1,375.07,0.851376243976801,0.757229397031418,94.1468469453829,143.478899785276,0.372820658915062
"194",8.17,0.15,4.1625,29,85.08254326,54.71277889,0.207368494,51.414,112,1,375.82,0.822475107651031,0.69978273926992,122.692368381111,280.624556680643,0.404743232994948
"195",13.43,2.29,7.85645,25.8,77.68898458,118.5156074,0.229045571,51.414,112,1,376.64,1.06215164390396,0.825174826848761,236.976817055195,607.872428728727,0.450333397056319
"196",15.69,3.57,9.63167,24.9,64.24153656,152.712206,0.298659854,51.414,112,1,377.92,1.19778488270806,0.769475413335053,428.309469373009,783.268479099418,0.488644838591215
"197",17.36,6.95,12.15968,56.9,75.06196998,181.2355102,0.514833624,51.414,112,1,378.78,1.41716818270237,1.06375435586617,353.413826836206,929.565921097106,0.549578149184217
"198",22.8,10.94,16.87,47.9,90.38754967,202.6279529,0.572082777,51.414,112,0.993950099,378.46,1.92150848094291,1.73680443262554,184.704048317375,1039.28882077056,0.595838838841336
"199",23.5,12.41,17.95323,39.5,92.91539333,183.1270469,0.545891447,51.414,112,0.842574864,376.88,2.05759044212732,1.91181825242309,145.772189704235,939.267706651626,0.614866236569876
"200",25.96,13.19,19.57903,12.9,90.10876699,178.6887061,0.52377821,51.414,112,0.5881735,374.57,2.27766429745082,2.05237521460438,225.28908284644,916.503236546723,0.54909098895736
"201",21.55,7.06,14.305,9.4,85.18503883,131.1692996,0.442620371,51.414,112,0.438059906,373.34,1.6302546915423,1.38873309201821,241.521599524096,672.77384364566,0.41147306685522
"202",14.54,4.61,9.57419,34.8,86.9201865,78.08407023,0.360134888,51.414,112,0.47271012,373.31,1.19316538919971,1.03710158154584,156.063807653871,400.497069179553,0.361156152164115
"203",12.08,4.59,8.33333,127.6,90.56042793,31.81241107,0.262507541,51.414,112,0.886875056,374.84,1.09718820329474,0.993618332101196,103.569871193545,163.167434273619,0.405313708163949
"204",8.79,1.41,5.09839,67,89.78465828,16.62773773,0.222144795,51.414,112,1,376.17,0.878176419996185,0.788467697789113,89.7087222070727,85.2844915529614,0.387420515439345
"205",8.26,2.61,5.43387,79.2,86.57713519,24.07366321,0.215109678,51.414,112,1,377.17,0.898938088677446,0.778274844308675,120.663244368771,123.475012657785,0.394927035685654
"206",8.99,2.82,5.90517,30.6,81.93320236,53.05847473,0.20720878,51.414,112,1,378.05,0.928835808596905,0.761024922649844,167.810885947061,272.139548590517,0.404136189050581
"207",10.35,2.41,6.38065,36.5,81.81998138,90.4143322,0.233506966,51.414,112,1,379.06,0.959883316174606,0.785376350563789,174.506965610817,463.739594404677,0.438250417789425
"208",15.17,3.92,9.54667,67.1,82.31406249,140.8437358,0.362007947,51.414,112,1,380.54,1.19095924254255,0.980326935136903,210.632307405644,722.394506767495,0.492469893540563
"209",17.98,7.38,12.68226,43.6,90.29699627,168.0641938,0.574331947,51.414,112,1,380.8,1.46668280241476,1.32437051538919,142.312287025573,862.009585984212,0.548523587665655
"210",21.74,10.65,16.195,44.8,83.38061023,183.617073,0.630738097,51.414,112,1,379.86,1.84075656244521,1.53483405461559,305.922507829623,941.781074823821,0.580430682536964
"211",22.04,11.09,16.5629,26.9,83.14578126,179.9753031,0.454889585,51.414,112,0.957092838,377.65,1.88439257243773,1.56679292635876,317.599646078967,923.102256374934,0.597528254545817
"212",23.84,13.34,18.58871,76.8,89.82601024,160.1706796,0.47936765,51.414,112,0.913331895,376.18,2.14128850739205,1.92343403391793,217.854473474125,821.523360134108,0.593758179000059
"213",20.54,11.26,15.89833,23.5,87.72897874,110.9028133,0.408290465,51.414,112,0.964088407,374.43,1.80621650561402,1.5845752942085,221.641211405526,568.82603019524,0.536769996129005
"214",15.16,7.26,11.21129,103.7,86.81392182,61.08035745,0.397041161,51.414,112,0.99804526,374.63,1.33104717507876,1.1555342539602,175.512921118567,313.284182946779,0.46573877373878
"215",10.74,4.53,7.63167,32.6,89.55466085,28.0636298,0.272761973,51.414,112,1,376.33,1.04598131106463,0.936725015678309,109.256295386317,143.939749200238,0.407228685106814
"216",8.03,1.6,4.81774,49,91.34284207,19.83164629,0.218067546,51.414,112,1,377.68,0.861133972023094,0.786584244076173,74.5497279469213,101.717497471066,0.390627955085102
"217",9.12,3.1,6.10645,21.7,84.76868705,26.04952337,0.198959631,51.414,112,1,378.63,0.941869099154156,0.798410069082641,143.459030071515,133.609297421089,0.38444964583924
"218",7.03,1.41,4.21964,19,86.916885,52.79899133,0.20720878,51.414,112,1,379.91,0.825784308694935,0.717745997936421,108.038310758513,270.80864536154,0.398529513362886
"219",10.79,3.67,7.22742,41.9,83.53197292,89.52217561,0.225856079,51.414,112,1,380.95,1.01744493238773,0.849891825398031,167.553106989699,459.1636790036,0.442406623771885
"220",13.78,4.74,9.26,51.7,80.30720411,138.4072149,0.351159029,51.414,112,1,382.48,1.16819073838478,0.938141320668779,230.049417715998,709.897470219959,0.484276212099845
"221",17.12,6.79,11.95484,16.2,73.54842796,187.850026,0.572717687,51.414,112,1,382.64,1.39816379408102,1.02832749085248,369.836303228539,963.49210071529,0.541673639951223
"222",22,10.27,16.135,33.5,75.99091782,193.1533617,0.58065632,51.414,112,0.950372094,382.4,1.83372469222123,1.39346422391088,440.260468310347,990.69317256604,0.585012040216096
"223",22.44,12.09,17.26452,47.4,86.17843505,172.3825909,0.538543731,51.414,112,0.792677215,380.93,1.97012867475145,1.69782606037211,272.302614379347,884.158858902608,0.584680904146206
"224",21.91,10.51,16.21129,74.3,86.73443342,156.9431828,0.424568872,51.414,112,0.781458822,378.93,1.84266978905835,1.59822920134127,244.440587717081,804.969368963067,0.568837727845548
"225",20.94,10.44,15.68833,46.4,84.82364661,109.0148843,0.459388858,51.414,112,0.913926197,376.89,1.7821116976726,1.51165212862927,270.459569043322,559.142748712961,0.550751388427796
"226",17.16,9.78,13.46935,75.5,90.54750794,60.88751795,0.287357303,51.414,112,0.997263318,377.19,1.5441269012456,1.39816842850904,145.958472736565,312.29509958644,0.474470269087721
"227",10.21,1.83,6.01667,43.5,88.49947858,36.42486646,0.29214002,51.414,112,1,378.54,0.936035884577344,0.82838687717264,107.649007404704,186.824946746716,0.386763494963905
"228",7.66,0.53,4.09355,55.4,88.58650474,23.10181045,0.222144795,51.414,112,1,380.31,0.818497522523253,0.725078346586844,93.4191759364089,118.490331647848,0.370387555144171
"229",7.29,1.58,4.43548,19.8,89.54168443,23.91589588,0.215109678,51.414,112,1,381.58,0.838390672723495,0.750709130460626,87.6815422628689,122.665816196956,0.364333707622563
"230",6.44,0.4,3.41786,44.6,86.31082953,51.41823484,0.20720878,51.414,112,1,382.4,0.780407255339899,0.673575975796172,106.831279543727,263.726676838808,0.373555204961616
"231",8.59,1.73,5.15968,45.9,79.70281986,88.90686717,0.24488623,51.414,112,1,382.86,0.881937569325162,0.702929112156896,179.008457168265,456.007731495542,0.423383995299343
"232",13.66,4.35,9.005,31.1,77.15767526,134.3948095,0.317088626,51.414,112,1,384.8,1.14826030145495,0.885970954536107,262.289346918842,689.317643908051,0.487157255281454
"233",17.22,7.94,12.57903,97,80.94379636,165.0465381,0.51079024,51.414,112,1,385.22,1.45678307185365,1.17917552308817,277.607548765479,846.53188022319,0.547982823374079
"234",22.48,9.8,16.14167,16.5,83.9781958,218.2781846,0.569769124,51.414,112,1,384.24,1.8345052370378,1.54058439992086,293.920837116942,1119.55963541136,0.607232262604323
"235",27.49,13.16,20.32581,30.3,89.16842503,218.6614808,0.506591859,51.414,112,0.854339572,382.65,2.3854683574221,2.12708456390229,258.383793519802,1121.52558063265,0.610869371276891
"236",21.26,11.24,16.25323,86.9,92.45291639,144.643372,0.54750229,51.414,112,0.823874726,380.6,1.84760357534473,1.70816338873211,139.440186612616,741.883029299251,0.57850626122914
"237",22.14,11.96,17.05,71.9,91.48533386,114.1367337,0.444581956,51.414,112,0.988184495,379.04,1.94355951606516,1.77807191204002,165.487604025148,585.412968329291,0.560847148755408
"238",17.36,8.92,13.14194,87.5,87.06365207,61.00738264,0.390126106,51.414,112,1,379.33,1.51148673020625,1.31595554787099,195.53118233526,312.909891526739,0.483162954412971
"239",12.43,2.95,7.68833,107,89.75708842,38.71452001,0.28747579,51.414,112,1,380.35,1.05003677733509,0.942482438675174,107.554338659915,198.568693371482,0.420637981917242
"240",9.34,3.56,6.44839,69.5,89.76826793,18.58271966,0.222144795,51.414,112,1,382.02,0.964380143534233,0.865707351111529,98.6727924227043,95.3116908390351,0.4162450469892
"241",10.2,4.76,7.47742,71.7,87.25101394,26.1509535,0.215109678,51.414,112,1,383.1,1.03501058623685,0.903057230877991,131.95335535886,134.129537588794,0.411590416750944
"242",9.3,2.69,5.99464,92.6,91.29210973,48.77837922,0.20720878,51.414,112,1,384.12,0.934609418212975,0.853224655621904,81.3847625910712,250.186726426989,0.415146138284015
"243",11.77,3.17,7.47097,53,80.14330094,109.3453382,0.248522211,51.414,112,1,384.81,1.03455405812829,0.829125772192737,205.428285935552,560.837663156575,0.467594409908003
"244",18.2,5.46,11.82833,1.7,76.0337801,178.3493312,0.388956212,51.414,112,1,386.73,1.38653875268546,1.05423782621815,332.300926467314,914.762565851627,0.511984032379135
"245",17.24,8.38,12.80968,106.7,78.30688147,154.5897329,0.514833624,51.414,112,1,386.78,1.47898376368723,1.15814606279111,320.837700896127,792.898407694852,0.548170191344972
"246",20.59,11.38,15.98667,62.3,82.0407099,179.922048,0.572082777,51.414,112,1,386.33,1.81644167493216,1.49022164503379,326.220029898365,922.829108325581,0.57504234593268
"247",20.25,11.88,16.0629,158,79.04786915,170.1873394,0.543178332,51.414,112,1,384.73,1.82530587650663,1.44286540084822,382.440475658409,872.899305074634,0.574214712809435
"248",20.91,10.93,15.91935,43.4,79.22082929,151.530729,0.499141799,51.414,112,1,382.24,1.80864494157802,1.43282352162974,375.821419948276,777.208624965158,0.558564977570076
"249",18.99,9.22,14.105,23,83.54477164,105.3800677,0.473761546,51.414,112,1,381.2,1.60926666193675,1.34445815779371,264.808504143042,540.499594084658,0.515536250642191
"250",14.77,6.29,10.53065,43.7,92.37021505,55.94047622,0.370997457,51.414,112,1,381.37,1.27210824079053,1.17504911768698,97.0591231035454,286.92147718,0.455284598572945
"251",11.09,3.44,7.26333,62.2,90.16155566,34.3566908,0.257414869,51.414,112,1,382.7,1.01995180327747,0.919604412817192,100.34739046028,176.217171205064,0.410200573418406
"252",9.63,1.67,5.65161,60.4,88.20709224,22.15506055,0.222144795,51.414,112,1,384.19,0.912643680467745,0.805016453052714,107.62722741503,113.634404451953,0.40272403058254
"253",9.65,3.82,6.73065,82.1,87.27820709,22.88869246,0.215109678,51.414,112,1,385.78,0.983318018836617,0.858222336833507,125.095682003109,117.397238906486,0.398474968560203
"254",10.34,0.19,5.26379,18.8,87.83537432,62.17010418,0.20720878,51.414,112,1,386.06,0.8883589904119,0.780293444533665,108.065545878235,318.873547976387,0.400144746214407
"255",10.07,2.96,6.51774,78.2,79.29961396,95.42177699,0.246004327,51.414,112,1,386.28,0.969003065932552,0.768415690545078,200.587375387474,489.423027101849,0.429082697867071
"256",13.07,3.75,8.40667,52.5,78.10987405,150.6248118,0.330165806,51.414,112,1,387.34,1.10266579559646,0.861290864132827,241.374931463635,772.562130712865,0.492526029183923
"257",19.25,8.4,13.82742,79.9,78.68395483,178.7719453,0.514244637,51.414,112,1,388.78,1.5805303189136,1.24362376220843,336.906556705168,916.930174532187,0.547531535106659
"258",19.72,10.05,14.88667,51.3,83.91130405,198.5732022,0.570118409,51.414,112,1,387.99,1.69266614108676,1.42033823219872,272.327908888047,1018.49180331463,0.56993871864163
"259",21.52,11.67,16.59355,79.4,82.1213062,183.1020592,0.586568946,51.414,112,1,386.61,1.88806847745516,1.55050649563663,337.56198181853,939.139543498936,0.584331875691446
"260",20.43,13,16.7129,54.6,87.23997207,128.0398179,0.47936765,51.414,112,1,384.32,1.90244224810317,1.65969008589309,242.752162210085,656.722576784068,0.560037966054627
"261",18.08,8.75,13.41333,40.1,87.4360691,99.04725912,0.40639606,51.414,112,1,383.41,1.53849867431633,1.34520276397781,193.29591033852,508.018304770532,0.500160412475165
"262",14.26,4.71,9.48226,50.5,90.57873495,68.89235382,0.357552932,51.414,112,1,383.22,1.18580982064317,1.07409153445145,111.718286191723,353.352299803529,0.445964346957768
"263",10.38,3.99,7.185,69.6,92.28484683,24.92986094,0.259742054,51.414,112,1,384.41,1.01449059169172,0.936221088647465,78.2695030442554,127.866493282363,0.394797742381246
"264",6.84,0.84,3.83871,45.2,91.45783349,21.48777659,0.218067546,51.414,112,1,385.79,0.803943190852973,0.735269024844505,68.6741660084681,110.211871923829,0.354576019337494
"265",5.85,-0.3,2.77258,79.3,92.24766342,28.26085355,0.202706307,51.414,112,1,387.17,0.745500465846696,0.687706760528793,57.793705317904,144.951319596286,0.360675628260946
"266",6.97,1.88,4.42321,69.2,89.61176881,46.35648015,0.216400445,51.414,112,1,387.7,0.837669506340896,0.750650461414072,87.019044926824,237.764685970765,0.401171572089876
"267",11.85,2.64,7.24355,34.2,80.24992759,106.6905204,0.243394631,51.414,112,1,389.04,1.01857029283339,0.817401922452043,201.168370381343,547.220970981412,0.452320354855461
"268",15.46,5.34,10.4,23.5,80.32815023,148.0166498,0.308596023,51.414,112,1,389.76,1.26106109866732,1.01298705382957,248.074044837746,759.18473845003,0.50048525658048
"269",17.92,7.67,12.79516,28.5,77.65389724,179.1278061,0.514833624,51.414,112,1,390.36,1.47757746441041,1.14739648585466,330.180978555753,918.755402226082,0.544831429282239
"270",21.37,9.88,15.625,45.2,87.16023244,193.8513468,0.583399105,51.414,112,0.919459662,389.7,1.77489793637798,1.54700516691981,227.892769458169,994.273172764001,0.579061060944655
"271",21.68,12.35,17.01129,57.8,90.6953404,177.9776404,0.556150487,51.414,112,0.84226622,388.24,1.93879870161606,1.75840008210147,180.398619514594,912.856145302564,0.589951202706481
"272",22.36,11.68,17.01935,32.3,85.44178783,140.3368169,0.489991817,51.414,112,0.739641709,386.29,1.9397891314128,1.65739051401113,282.398617401676,719.794494586218,0.564474982533115
"273",19.67,9.78,14.725,34.8,81.79846124,111.4823208,0.455628206,51.414,112,0.711284389,384.95,1.67511265443738,1.37021637536629,304.896279071084,571.798352906312,0.511175062956782
"274",15.35,7.23,11.29194,37.7,88.4583741,55.14983426,0.43991213,51.414,112,0.826444176,384.64,1.3381874840381,1.1837388907898,154.448593248299,282.866235351319,0.475075802313043
"275",11.98,6.14,9.06,155.5,89.27113951,31.75084233,0.280881804,51.414,112,0.995837803,386.23,1.1525335342412,1.02887981925199,123.653714989205,162.85164515235,0.405057078225064
"276",6.06,-0.66,2.7,163.7,90.37907804,22.73080399,0.222144795,51.414,112,1,387.63,0.741661797119489,0.67030709441149,71.3547027079996,116.587421112588,0.327946068690965
"277",3.28,-2.15,0.56537,70,89.93977,24.9276,0.202125981,51.414,112,1,388.91,0.636289734889697,0.572277524093403,64.0122107962937,127.85489680896,0.32973367883877
"278",5.55,0.02,2.78598,95.2,88.22241,41.31369,0.106919181,51.414,112,1,390.41,0.746211090614802,0.658325407827662,87.8856827871399,211.899965169024,0.347505255137389
"279",9.82,1.29,5.55521,48.6,80.0187,93.19631,0.24488623,51.414,112,1,391.37,0.906553249855187,0.725412125341873,181.141124513315,478.008496526976,0.417380164062163
"280",14.15,1.74,7.94217,21.9,71.57344,163.40693,0.304142779,51.414,112,1,392.67,1.06837593209152,0.764673406729967,303.702525361556,838.122248953728,0.453426609273196
"281",15.76,3.69,9.72682,32.6,73.08258,173.10394,0.501597479,51.414,112,1,393.21,1.20546637627228,0.880985928812289,324.48044745999,887.858694215424,0.512834199355368
"282",21.58,7.84,14.70667,4.4,71.65667,216.57178,0.546594219,51.414,112,0.857645667,392.38,1.67313256825456,1.19891108309669,474.221485157864,1110.80740158029,0.56992583408116
"283",23.19,11.25,17.22031,34.8,71.78206,187.56145,0.521220311,51.414,112,0.580085965,390.41,1.96462721691033,1.4102498876189,554.377329291427,962.01198009792,0.533817743016475
"284",20.17,10.26,15.21484,95,78.87349,133.68827,0.479517574,51.414,112,0.679851494,388.54,1.72879425583254,1.36356036449465,365.233891337887,685.693767768192,0.515402722437084
"285",18.23,7.66,12.94153,43.6,82.39665,104.75191,0.458086881,51.414,112,0.881045803,387.03,1.49180765386369,1.22919953122727,262.608122636413,537.277742084736,0.4987780976299
"286",14.33,5.29,9.81206,87.6,85.84187,64.88244,0.390828153,51.414,112,0.997093104,387.43,1.21238458744851,1.04073360145759,171.650985990924,332.785252929024,0.432696750970278
"287",8.3,1.6,4.95058,52.4,88.56331,30.7671,0.300817622,51.414,112,1,388.87,0.869163967169587,0.7697603786527,99.4035885168874,157.80598194816,0.344121300024855
"288",2.31,-3.85,-0.76984,30.4,90.08214,14.99947,0.222144795,51.414,112,1,389.99,0.577320045962687,0.520062252052172,57.257793910515,76.933025603712,0.282990958571085
"289",6.1,0.84,3.46832,79.3,88.31315,22.46463,0.215109678,51.414,112,1,391.5,0.783196752890256,0.691665723175102,91.5310297151549,115.222201515648,0.351971999388645
"290",8.81,2.6,5.70902,51.7,88.37815,35.61893,0.20720878,51.414,112,1,392.05,0.916287881538927,0.809798278378296,106.489603160632,182.691258668928,0.395749594263703
"291",10.7,0.55,5.62674,17,81.54726,91.05451,0.24488623,51.414,112,1,392.8,0.911068983222442,0.742951792527761,168.117190694681,467.023098093696,0.450451172450341
"292",18.12,4.8,11.45938,1.3,71.3409,166.36149,0.416819778,51.414,112,1,393.44,1.35311926223099,0.965327459748948,387.791802482041,853.276333739904,0.500175396875371
"293",17.35,6.09,11.71905,27.7,70.23819,193.96222,0.535422974,51.414,112,0.905144801,394.41,1.37656541670281,0.966874632858011,409.690783844798,994.841846906112,0.518249148621465
"294",18.85,8.06,13.45388,92.7,78.01689,188.4971,0.548276637,51.414,112,0.843808888,393.95,1.54257085554703,1.20346580754419,339.105048002845,966.81097535616,0.54129409060741
"295",20.07,8.88,14.47727,52,75.81351,185.996,0.535043008,51.414,112,0.892672197,392.72,1.64852482266536,1.24980453128388,398.720291381474,953.9827094016,0.556659364147999
"296",20.43,10.26,15.34758,76.5,79.44874,144.98029,0.479517574,51.414,112,0.922273911,390.33,1.74359849368004,1.38526703388777,358.331459792268,743.611098432384,0.554849454859197
"297",19.6,9.01,14.30772,42.3,82.04608,117.86498,0.465697636,51.414,112,1,389.28,1.63054177584407,1.33779560984245,292.746166001624,604.535328523008,0.525736000688771
"298",17.18,6.43,11.80397,26,83.39743,78.56939,0.398419349,51.414,112,1,389.19,1.38431007975819,1.15447902974928,229.831050008909,402.986298351744,0.478979240237763
"299",12.53,4.7,8.6144,45.5,91.51593,31.13045,0.265906467,51.414,112,1,390.48,1.11831150757049,1.02343317645016,94.8783311203361,159.66962212032,0.421221837079645
"300",8.93,1.99,5.46052,83.5,83.82483,23.38691,0.229291735,51.414,112,1,392.06,0.900605762700923,0.754931249554252,145.674513146671,119.952621380736,0.386846391662951
"301",9.04,0.98,5.01239,42.1,84.53305,30.24364,0.215109678,51.414,112,1,393.31,0.872922752065024,0.737908226464503,135.014525600521,155.121129644544,0.363945758749104
"302",6.64,-0.9,2.87238,17.8,81.98506,55.61183,0.20720878,51.414,112,1,394.04,0.750807405380819,0.615549901785908,135.257503594911,285.235834416768,0.392445565083026
"303",14.07,1.13,7.59848,20.2,78.20579,113.15547,0.246004327,51.414,112,1,394.59,1.04361213187089,0.816165112265469,227.447019605418,580.380018141312,0.426065728130446
"304",11.74,2.43,7.08277,121.5,78.83925,127.47741,0.330165806,51.414,112,1,396.38,1.00740180515569,0.794228027671208,213.173777484483,653.837958769536,0.468595965372776
"305",17.02,7.43,12.22427,49.7,76.83888,166.90557,0.517564656,51.414,112,1,396.93,1.42320749294853,1.09357669765773,329.6307952908,856.066947046272,0.525635608696195
"306",18.09,9.56,13.82568,132.8,80.27407,160.01925,0.574242353,51.414,112,1,395.91,1.58035161570854,1.26861256224001,311.739053468536,820.7466702048,0.555242688139359
"307",20.36,11.13,15.74415,84.7,80.11905,171.82134,0.536440202,51.414,112,1,394.56,1.78849130909176,1.43292224617688,355.569062914879,881.280175198464,0.577863524358828
"308",22.24,11.3,16.77074,37.7,79.87327,157.99114,0.330684675,51.414,112,1,392.59,1.90944255723509,1.52513420923529,384.308347999802,810.344393420544,0.555624000719088
"309",18.95,6.59,12.77175,53,80.26382,123.5131,0.4803786,51.414,112,1,391.32,1.47531261792897,1.1841422640918,291.170353837174,633.50481614976,0.496900761930233
"310",13.46,5.82,9.64013,102.7,88.79798,57.19112,0.386170864,51.414,112,1,391.27,1.19846611350292,1.0642136997751,134.25241372782,293.336091159552,0.438590854818606
